359.1979	299.6605
359.2219	282.5305
359.3917	240.1192
359.4683	309.5721
359.5649	252.0989
359.7751	243.1477
359.9955	296.9957
360.0143	253.0355
360.0161	247.6169
360.1798	247.2203
360.2333	266.7811
360.3965	280.6149
360.9704	278.397
361.6266	270.9788
361.6828	301.6663
361.8196	297.5166
361.8858	243.5487
362.49	285.2909
362.6513	277.7965
363.686	259.2815
363.9036	278.2383
364.0234	304.2249
364.0477	268.1542
364.2957	271.5898
364.4443	284.7331
364.6104	277.2257
365.0619	251.9849
365.4916	256.8871
365.7699	290.8542
365.8962	278.9017
366.0527	259.0176
366.2766	253.942
366.7866	280.4337
366.7871	278.599
367.1159	297.1786
367.4041	265.3453
367.5624	270.8423
367.8302	273.3822
368.1829	268.8447
368.8317	268.6589
369.1057	273.6752
369.1693	281.7263
370.3369	276.8665
370.4847	282.68
370.6095	265.8955
370.8415	263.9816
371.6566	277.8497
372.5444	284.7283
373.5867	274.4506
373.7731	283.4354
284	263
236	319
300	393
357	355
347	264
295	240
335	200
386	99
268	136
200	218
338	413
390	341
428	239
188	176
183	169
173	155
170	152
165	145
150	138
155	142
157	146
163	153
167	157
172	163
176	168
183	175
184	177
184	175
179	166
172	157
168	152
165	149
162	145
159	142
157	139
149	131
143	123
140	118
134	111
134	110
139	118
167	162
164	159
160	154
134	211
129	209
127	218
129	222
137	223
138	218
134	216
130	204
119	207
120	214
120	224
129	232
129	241
122	247
122	241
125	234
126	229
119	222
118	214
120	204
124	201
129	203
135	234
129	246
128	256
125	268
121	260
121	249
125	240
139	235
136	245
145	313
76	309
88	163
127	159
103	362
203	383
153	399
232	352
195	279
255	176
256	206
338	143
396	165
450	149
223	103
54	245
171	351
243	400
156	104
232	209
146	134
139	127
136	122
132	119
131	114
136	115
139	120
143	125
152	132
153	132
153	140
156	144
162	152
169	161
174	165
178	169
178	172
296	327
302	332
300	344
297	319
299	309
296	334
297	341
297	347
243	279
146	131
143	133
158	150
179	172
187	178
159	109
162	114
166	119
170	125
176	131
181	135
174	128
168	123
184	140
186	145
187	150
192	150
194	146
194	142
192	99
135	267
135	262
140	253
146	239
146	226
142	214
116	252
112	244
118	244
114	257
118	264
109	248
